title,authors,publication_date,venue,record_id,table_name,source_file,source_type,page,section_title,section_type,page_start,page_end,evidence_text,confidence,warnings,needs_review_reasons,supernova_name,redshift,peak_magnitude,filter_band,decay_rate,observation_telescope,host_galaxy_type,fit_method,fit_parameters,residual_std_dev,chi_squared,progenitor_model,paper_title,material,method,metric_value,unit,condition,metric_name,source_1,value_1,source_2,value_2,discrepancy_reason
,,,,dyn_c12a6eb731,light_curve_metrics,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) V-band −18.84 (0.58) 1.00 (0.13) 108,0.5,required dynamic field missing: supernova_name; required dynamic field missing: redshift; record contains extraction warnings that require review; evidence text not found on recorded PDF page,record contains extraction warnings that require review,,,-18.84,V-band,1.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_25e3ebea35,light_curve_metrics,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) R-band −18.93 (0.53) 1.00 (0.13) 88,0.5,required dynamic field missing: supernova_name; required dynamic field missing: redshift; record contains extraction warnings that require review; evidence text not found on recorded PDF page,record contains extraction warnings that require review,,,-18.93,R-band,1.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_3668785d80,light_curve_metrics,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) I-band −18.70 (0.45) 0.98 (0.15) 102,0.5,required dynamic field missing: supernova_name; required dynamic field missing: redshift; record contains extraction warnings that require review; evidence text not found on recorded PDF page,record contains extraction warnings that require review,,,-18.7,I-band,0.98,,,,,,,,,,,,,,,,,,,
,,,,dyn_f358d7ccf9,progenitor_evidence,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,There are some observational indications that properties of SNe Ia are related to their environment. Hamuy et al. (1996) showed that the mean luminosity of SNe Ia in elliptical galaxies is fainter than that of SNe Ia in spiral galaxies. Mannucci et al. (2005) and Sullivan et al. (2006) also showed that the star-forming activity in a galaxy is related,0.85,required dynamic field missing: supernova_name; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,,,,,,,,,ambiguous,,,,,,,,,,,,
,,,,dyn_f08dad2929,other_required_fields,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) B-band −18.79 (0.76) 0.96 (0.12) 108,0.5,evidence text not found on recorded PDF page,,,,,,,,,,,,,,Light curve studies of nearby Type Ia Supernovae with a Multi-band Stretch method,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.),Multi-band Stretch method,'-18.79,mag,B-band,,,,,,
,,,,dyn_bc59ba90c9,other_required_fields,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) V-band −18.84 (0.58) 1.00 (0.13) 108,0.5,evidence text not found on recorded PDF page,,,,,,,,,,,,,,Light curve studies of nearby Type Ia Supernovae with a Multi-band Stretch method,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.),Multi-band Stretch method,'-18.84,mag,V-band,,,,,,
,,,,dyn_5ecd90928e,other_required_fields,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) R-band −18.93 (0.53) 1.00 (0.13) 88,0.5,evidence text not found on recorded PDF page,,,,,,,,,,,,,,Light curve studies of nearby Type Ia Supernovae with a Multi-band Stretch method,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.),Multi-band Stretch method,'-18.93,mag,R-band,,,,,,
,,,,dyn_f9afce11b8,other_required_fields,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) I-band −18.70 (0.45) 0.98 (0.15) 102,0.5,evidence text not found on recorded PDF page,,,,,,,,,,,,,,Light curve studies of nearby Type Ia Supernovae with a Multi-band Stretch method,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.),Multi-band Stretch method,'-18.70,mag,I-band,,,,,,
,,,,dyn_e011832a09,light_curve_metrics,arxiv_2601_07745v2_a_colibri_photometric_study_of_sn_2025bvm_a_normal_slowly_declining_type_ia_supe.pdf,pdf_text,3.0,3.1. LightCurvesandPhotometricParameters,results,3.0,3.0,"We find a value of ∆𝑚15(𝐵)=0.867±0.051 mag. This measurement and its covariance with the peak time and magnitude are illustrated in the corner plot in Figure 3. This value places SN 2025bvm firmly within the range of normal Type Ia supernovae (whose B-band range is between 0.7 and 1.7, according to Burns et al., 2014), confirming that SN 2025bvm is a normal Type Ia supernova belonging to the slow-declining subgroup.",0.95,required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,SN 2025bvm,,,B,0.867,COLIBRI,NGC4156,,,,,,,,,,,,,,,,,
,,,,dyn_4d790e081a,progenitor_evidence,arxiv_2601_07745v2_a_colibri_photometric_study_of_sn_2025bvm_a_normal_slowly_declining_type_ia_supe.pdf,pdf_text,3.0,3.1. LightCurvesandPhotometricParameters,results,3.0,3.0,"This value places SN 2025bvm firmly within the range of normal Type Ia supernovae (whose B-band range is between 0.7 and 1.7, according to Burns et al., 2014), confirming that SN 2025bvm is a normal Type Ia supernova belonging to the slow-declining subgroup.",0.9,,,SN 2025bvm,,,,,,,,,,,normal Type Ia,,,,,,,,,,,,
,,,,dyn_e8e9546dd8,other_required_fields,arxiv_2601_07745v2_a_colibri_photometric_study_of_sn_2025bvm_a_normal_slowly_declining_type_ia_supe.pdf,pdf_text,3.0,3.1. LightCurvesandPhotometricParameters,results,3.0,3.0,We find a value of ∆𝑚15(𝐵)=0.867±0.051 mag. This measurement and its covariance with the peak time and magnitude are illustrated in the corner plot in Figure 3.,0.95,,,,,,,,,,,,,,,"A COLIBRI Photometric Study of SN 2025bvm: A Normal, Slowly Declining Type Ia Supernova",Supplementary materials not provided; analysis based on observational data from COLIBRI telescope.,Photometric analysis using COLIBRI telescope observations in B and g′ bands; light curve fitting performed via standard methods for Type Ia supernovae.,0.867,mag,∆𝑚15(B) = 0.867 ± 0.051 mag,,,,,,
,,,,dyn_17fc3806b5,other_required_fields,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,ABSTRACT,abstract,3.0,3.0,"The core of the method being developed for ZTF is an algorithm known as scene-modeling (Astier et al. 2013; Holtzman et al. 2008), which consists of modeling the SN +host galaxy flux profile as the sum of a PSF (trained on each exposure) and a galaxy model common to all exposures, convolved with an ad-hoc kernel to account for the seeing variations.",0.95,,,,,,,,,,,,,,,ZTF SN Ia DR2: Towards cosmology-grade ZTF supernova light curves using scene modeling photometry,Supplementary materials and data processing pipeline documentation for the ZTF SN Ia DR2 dataset,"Scene Modeling Photometry (SMP) pipeline, which models SN + host galaxy flux as sum of PSF and galaxy model convolved with ad-hoc kernel to account for seeing variations",Not applicable - this section does not report specific metric values such as peak magnitude or decay rate,Not applicable,Analysis based on current implementation of scene modeling fluxes; sensor effect causing flux-dependent PSF variations prevents release of scene modeling light curves,,,,,,
,,,,dyn_1efdd5239f,light_curve_metrics,arxiv_2007_02101v2_an_investigation_of_56_ni_shells_as_the_source_of_early_light_curve_bumps_in_typ.pdf,pdf_text,7.0,4.1. SN2018oh,results,7.0,7.0,The spectrum of SN 2018oh has been corrected for galactic extinction only (host reddening is estimated to be negligible; Li et al. 2019) and was obtained from WISeREP (Yaron & Gal-Yam 2012).,0.85,required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: filter_band; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,SN 2018oh,,,,,WISeREP,,,,,,,,,,,,,,,,,,
,,,,dyn_aa0774fbec,progenitor_evidence,arxiv_2007_02101v2_an_investigation_of_56_ni_shells_as_the_source_of_early_light_curve_bumps_in_typ.pdf,pdf_text,7.0,4.1. SN2018oh,results,7.0,7.0,"Rather than a simple extended 56Ni distribution, Fig. 6 shows that models with 56Ni shells can broadly reproduce the light curve shape of SN 2018oh throughout its evolution to maximum light. The mass of the 56Ni shell required to match the flux excess is discussed.",0.5,evidence text not found on recorded PDF page,,SN 2018oh,,,,,,,,,,,56Ni shell model,,,,,,,,,,,,
,,,,dyn_505aa66012,light_curve_fits,arxiv_2007_02101v2_an_investigation_of_56_ni_shells_as_the_source_of_early_light_curve_bumps_in_typ.pdf,pdf_text,7.0,4.1. SN2018oh,results,7.0,7.0,"Fig. 6 shows a comparison between our models and observations of SN 2018oh. As demonstrated by Fig. 6, our fiducial model provides good agreement with the light curve beginning approximately one week after explosion, but is clearly significantly fainter than the observations at early times. Extending the 56Ni distribution of our fiducial model, such that 56Ni is present throughout the ejecta (see Fig. 2), does not reproduce the shape of the light curve and instead results in a broader light curve that passes through the early flux excess. Rather than a simple extended 56Ni distribution, Fig. 6 shows that models with 56Ni shells can broadly reproduce the light curve shape of SN 2018oh throughout its evolution to maximum light.",0.5,evidence text not found on recorded PDF page,,SN 2018oh,,,,,,,Synthetic modeling with Monte Carlo radiative transfer,"['56Ni shell mass = 0.03 M⊙', 'shell width = 0.06 M⊙', 'extended 56Ni distribution']",,,,,,,,,,,,,,,
,,,,dyn_b7f6b80242,light_curve_metrics,arxiv_2007_02101v2_an_investigation_of_56_ni_shells_as_the_source_of_early_light_curve_bumps_in_typ.pdf,pdf_text,7.0,4.1. SN2018oh,results,7.0,7.0,"Aside from the mass of the 56Ni shell, there is some tension between the g- (3 800 Å ≲ λ ≲ 5 400 Å) and Kepler- (4 200 Å ≲λ ≲ 9 000 Å) bands over the width of the shell that is required.",0.9,required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,SN 2018oh,,,g,,Kepler,,,,,,,,,,,,,,,,,,
,,,,dyn_1ff12fd7be,progenitor_evidence,arxiv_2007_02101v2_an_investigation_of_56_ni_shells_as_the_source_of_early_light_curve_bumps_in_typ.pdf,pdf_text,7.0,4.1. SN2018oh,results,7.0,7.0,"cess of SN 2018oh is between 0.02 – 0.03 M⊙. This is consistent with the value found by Dimitriadis et al. (2019), although we note that differences in the total 56Ni mass and distribution, and density profile compared to our models likely accounts for differences in the overall light curve shapes.",0.85,,,SN 2018oh,,,,,,,,,,,ambiguous,,,,,,,,,,,,
,,,,dyn_0ad5501289,other_required_fields,arxiv_2007_02101v2_an_investigation_of_56_ni_shells_as_the_source_of_early_light_curve_bumps_in_typ.pdf,pdf_text,7.0,4.1. SN2018oh,results,7.0,7.0,"cess of SN 2018oh is between 0.02 – 0.03 M⊙. This is consistent with the value found by Dimitriadis et al. (2019), although we note that differences in the total 56Ni mass and distribution, and density profile compared to our models likely accounts for differences in the overall light curve shapes.",0.9,,,,,,,,,,,,,,,An Investigation of 56Ni Shells as the Source of Early Light Curve Bumps in Type Ia Supernovae,Supplementary material not available; analysis based on model simulations and observational data from g and Kepler bands,Modeling of 56Ni shell mass and distribution to reproduce early light curve bumps,0.03,M⊙,Narrow shell (σ = 0.06 M⊙) with 0.03 M⊙ mass,,,,,,
,,,,dyn_f2417f056e,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: u, HubbleFlowSNeIaa: 30, IRSBFCalibratorsb: 8",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,u,30.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_ed5b586246,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: B, HubbleFlowSNeIaa: 43, IRSBFCalibratorsb: 12",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,B,43.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_598157cd8b,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: g, HubbleFlowSNeIaa: 36, IRSBFCalibratorsb: 7",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,g,36.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_7342fd1b6b,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: V, HubbleFlowSNeIaa: 43, IRSBFCalibratorsb: 12",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,V,43.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_ab1bd37618,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: r, HubbleFlowSNeIaa: 43, IRSBFCalibratorsb: 10",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,r,43.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_78ce00bdd6,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: i, HubbleFlowSNeIaa: 42, IRSBFCalibratorsb: 10",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,i,42.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_04b9087006,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: Y, HubbleFlowSNeIaa: 36, IRSBFCalibratorsb: 7",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,Y,36.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_470e0822a7,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: J, HubbleFlowSNeIaa: 35, IRSBFCalibratorsb: 9",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,J,35.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_66c151bd74,light_curve_metrics,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: H, HubbleFlowSNeIaa: 29, IRSBFCalibratorsb: 9",0.85,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,H,29.0,,,,,,,,,,,,,,,,,,,
,,,,dyn_ddc7e42838,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: u, HubbleFlowSNeIaa: 30, IRSBFCalibratorsb: 8",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,30,number of SNe,Filter: u,,,,,,
,,,,dyn_68e6d44429,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: B, HubbleFlowSNeIaa: 43, IRSBFCalibratorsb: 12",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,43,number of SNe,Filter: B,,,,,,
,,,,dyn_c8ed2cdfc2,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: g, HubbleFlowSNeIaa: 36, IRSBFCalibratorsb: 7",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,36,number of SNe,Filter: g,,,,,,
,,,,dyn_94b82d2826,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: V, HubbleFlowSNeIaa: 43, IRSBFCalibratorsb: 12",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,43,number of SNe,Filter: V,,,,,,
,,,,dyn_c916d62c55,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: r, HubbleFlowSNeIaa: 43, IRSBFCalibratorsb: 10",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,43,number of SNe,Filter: r,,,,,,
,,,,dyn_67dd799b18,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: i, HubbleFlowSNeIaa: 42, IRSBFCalibratorsb: 10",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,42,number of SNe,Filter: i,,,,,,
,,,,dyn_6a2eeb9380,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: Y, HubbleFlowSNeIaa: 36, IRSBFCalibratorsb: 7",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,36,number of SNe,Filter: Y,,,,,,
,,,,dyn_edc53ba3a0,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: J, HubbleFlowSNeIaa: 35, IRSBFCalibratorsb: 9",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,35,number of SNe,Filter: J,,,,,,
,,,,dyn_16cb73c0fa,other_required_fields,arxiv_2509_07093v3_carnegie_supernova_project_fast_declining_type_ia_supernovae_as_cosmological_dis.pdf,pdf_table,7.0,,,,,"Filter: H, HubbleFlowSNeIaa: 29, IRSBFCalibratorsb: 9",0.9,,,,,,,,,,,,,,,Carnegie Supernova Project: Fast Declining Type Ia Supernovae as Cosmological Probes,Supplementary material and data tables from the Carnegie Supernova Project,Photometric analysis of supernova light curves using CSP filters,29,number of SNe,Filter: H,,,,,,
,,,,dyn_281799fdd6,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,2.0,,,,,"Condition: initial sample, Measurements: 1273312, Supernovae: 22528",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog,Data filtering and quality assessment pipeline,1273312,measurements,initial sample,,,,,,
,,,,dyn_db650d72b8,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,2.0,,,,,"Condition: contains photometry data, Measurements: 1273312, Supernovae: 14468",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog,Data filtering and quality assessment pipeline,14468,supernovae,contains photometry data,,,,,,
,,,,dyn_4ffba34456,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,2.0,,,,,"Condition: pass quality cuts, Measurements: 1273185, Supernovae: 14460",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog,Data filtering and quality assessment pipeline,14460,supernovae,pass quality cuts,,,,,,
,,,,dyn_ca66bed76f,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,2.0,,,,,"Condition: has host information, Measurements: 954824, Supernovae: 9456",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog,Data filtering and quality assessment pipeline,9456,supernovae,has host information,,,,,,
,,,,dyn_998f05f7b4,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,2.0,,,,,"Condition: with considered filters, Measurements: 877630, Supernovae: 8617",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog,Data filtering and quality assessment pipeline,8617,supernovae,with considered filters,,,,,,
,,,,dyn_572bc23423,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,2.0,,,,,"Condition: with at least 25 measurements, Measurements: 855613, Supernovae: 5142",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog,Data filtering and quality assessment pipeline,5142,supernovae,with at least 25 measurements,,,,,,
,,,,dyn_ce77ce83ae,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,4.0,,,,,"column_1: others, column_2: 91T
subt, column_3: 91bg
ype, column_4: 02cx",0.0,required dynamic field missing: metric_value; required dynamic field missing: unit; required dynamic field missing: condition; record contains extraction warnings that require review; record confidence is below the review threshold; evidence text not found on recorded PDF page,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,pdf_table_6cf9cd8d,Table analysis from page 4 of arXiv:2401.06087v1,,,,,,,,,
,,,,dyn_964195b07f,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,8.0,,,,,2,0.5,evidence text not found on recorded PDF page,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,pdf_table,data extraction from table,2,count,column_1,,,,,,
,,,,dyn_045c05e470,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,8.0,,,,,1,0.5,evidence text not found on recorded PDF page,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,pdf_table,data extraction from table,1,count,column_2,,,,,,
,,,,dyn_85d1538fe4,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,8.0,,,,,0,0.5,evidence text not found on recorded PDF page,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,pdf_table,data extraction from table,0,count,column_3,,,,,,
,,,,dyn_38519c2864,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,8.0,,,,,"Table ID: pdf_table_237080e2, Rows: 3, Columns: 3, Values: [1002, 1, 0], [0, 3709, 0], [0, 0, 1802]",0.0,required dynamic field missing: metric_value; required dynamic field missing: unit; required dynamic field missing: condition; record contains extraction warnings that require review; record confidence is below the review threshold; evidence text not found on recorded PDF page,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,pdf_table,data extraction from table,,,,,,,,,
,,,,dyn_f32462b9ca,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,8.0,,,,,"Accuracy, Test Set: 0.928571",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,"Test Set, Combined Set",Machine learning classification model evaluation,0.928571,accuracy,Test Set,,,,,,
,,,,dyn_ddc3ac37f6,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,8.0,,,,,"Precision, Test Set: 0.935714",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,"Test Set, Combined Set",Machine learning classification model evaluation,0.935714,precision,Test Set,,,,,,
,,,,dyn_743780692d,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_table,8.0,,,,,"Recall, Test Set: 0.928571",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,"Test Set, Combined Set",Machine learning classification model evaluation,0.928571,recall,Test Set,,,,,,
